weight,relation,source,target
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_f46a656a4114af2adc0929dfa83d87fbd2befb5a84eaff841ab42285e67f5861
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_b6ffd51783624de40c2da9c389a283d9b60f5711a30de271d897f3d5ccd31b83
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_d8cdda8908ff26ba17c364db9e4dc1dcd81fcdf6aafe735ed7aa1edbef4fdaa2
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_a7e0b8be41009feb92af198560fe839f07f1e50c4904d248eeab51b80ecd845e
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_4579610e77aa644a25a472546b214e123efd8faa5ebe2be0dcb289aea38ede7e
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_407aa4f39ed75375fefa819071b77101aff1fc396d1edc074be9d3189a618649
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_1fd546cd3529c751fa7c9dce275cfe5f382e4d1981adae846a587147fb4079db
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_762f7982d7b64910aa69e35dc13c855937bfb360b757cde9358ab249beaf7151
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_54b41a79bbf4a84abb2614e276cea4742b8ccf4c8b1cae810751f193d4356474
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_8623e8d6c244e308dd93c8d771ab8d3a88ed81d8e0667f8169725702e414da4b
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_8b3fd8dec675da6b2418e386f8c98e23798d93073ad0b4c10709206f63e7d323
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_887b7ef6953659a78d07f08d0b49dbaed307aca049a3a0cef3c7066c2fcf7dd6
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_a04a30daa3292b4e8c6d2a54e29a3ee47a27ada463ee30ba1959f1edef90047d
4,r_cert,Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,Domain_4fec81ec03dd45d4196ce9e70a2411fddb589435f49d79ed1ce7b97312ea4b04
4,r_dns_a,Domain_bd74eb0a61b2518d9eb0dff1442aed1e8f807c853aa8f506d6b77fdcb10dc907,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_bd74eb0a61b2518d9eb0dff1442aed1e8f807c853aa8f506d6b77fdcb10dc907,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_bd74eb0a61b2518d9eb0dff1442aed1e8f807c853aa8f506d6b77fdcb10dc907,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_a9f2307b488451b0af35641297c883594f64ea2062dd535090e9d2cbe357baa9,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_a9f2307b488451b0af35641297c883594f64ea2062dd535090e9d2cbe357baa9,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
4,r_subdomain,Domain_fd90d7dec81e3bf3563c44f88c5fcdad02d2841f6542263b7bfcdfedd40ca90f,Domain_fc33e2f86685cde06c13367d8661fad828d278c7994c3a14c36d6f1c2089a50c
4,r_dns_a,Domain_fd90d7dec81e3bf3563c44f88c5fcdad02d2841f6542263b7bfcdfedd40ca90f,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_fd90d7dec81e3bf3563c44f88c5fcdad02d2841f6542263b7bfcdfedd40ca90f,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_fd90d7dec81e3bf3563c44f88c5fcdad02d2841f6542263b7bfcdfedd40ca90f,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_c43f463433685ce2660981927e54f1b6a1163ee55485919136f579e087d0eb92,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_c43f463433685ce2660981927e54f1b6a1163ee55485919136f579e087d0eb92,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
4,r_subdomain,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,Domain_ac34b490b5b0080dd947b82dcf0df4b7be10f1acb1bd53b2f5be73259a987a21
4,r_dns_a,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_4f0a1ec451b599b63567340ade3a0d575b072310d0d037bca6970fa035fd369f,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
4,r_dns_a,IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639,Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc
4,r_dns_a,IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639,Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c
4,r_dns_a,IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639,Domain_a45498cc65547bc816a3c83255c02b160d14e4125b039a151d034ea5e8316c90
4,r_dns_a,IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639,Domain_16023ca575a5928cae1bedd9cc05931b6ee0b16b89b7d73b92a77edf9ba3504a
4,r_subdomain,Domain_85d0ef1478f452523768b12de525ad8b93fad0098350a864528d7b81b63380a5,Domain_d8cdda8908ff26ba17c364db9e4dc1dcd81fcdf6aafe735ed7aa1edbef4fdaa2
4,r_dns_a,Domain_85d0ef1478f452523768b12de525ad8b93fad0098350a864528d7b81b63380a5,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
2,r_cname,Domain_85d0ef1478f452523768b12de525ad8b93fad0098350a864528d7b81b63380a5,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_85d0ef1478f452523768b12de525ad8b93fad0098350a864528d7b81b63380a5,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_subdomain,Domain_4fb2ba047c74b88b26c9067df19bacf53e794c61c787ffaa5a486570c28bf2bd,Domain_4fec81ec03dd45d4196ce9e70a2411fddb589435f49d79ed1ce7b97312ea4b04
4,r_dns_a,Domain_4fb2ba047c74b88b26c9067df19bacf53e794c61c787ffaa5a486570c28bf2bd,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
2,r_cname,Domain_4fb2ba047c74b88b26c9067df19bacf53e794c61c787ffaa5a486570c28bf2bd,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_4fb2ba047c74b88b26c9067df19bacf53e794c61c787ffaa5a486570c28bf2bd,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_339993bcdc8b1ee9986f7caec5823de0c6cc0ac98f3dee93bd19a4a41f0a9035,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_339993bcdc8b1ee9986f7caec5823de0c6cc0ac98f3dee93bd19a4a41f0a9035,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_339993bcdc8b1ee9986f7caec5823de0c6cc0ac98f3dee93bd19a4a41f0a9035,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
1,r_asn,ASN_92053475f3698b9e4b5ab8493a67702090c5a5c15fed4887913210b29205faba,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
1,r_asn,ASN_92053475f3698b9e4b5ab8493a67702090c5a5c15fed4887913210b29205faba,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
4,r_dns_a,Domain_4579610e77aa644a25a472546b214e123efd8faa5ebe2be0dcb289aea38ede7e,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_4579610e77aa644a25a472546b214e123efd8faa5ebe2be0dcb289aea38ede7e,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_4579610e77aa644a25a472546b214e123efd8faa5ebe2be0dcb289aea38ede7e,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_aa4dcad4f40a01dbe2afb9a7ec6d56d60e891626383a9c5ba55e6cfc868917b6,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_aa4dcad4f40a01dbe2afb9a7ec6d56d60e891626383a9c5ba55e6cfc868917b6,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
4,r_cert,Domain_38d192fa4348821e40ca8d14da3926796cebecfabc2b206d56d8dfbe16eb493b,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_38d192fa4348821e40ca8d14da3926796cebecfabc2b206d56d8dfbe16eb493b,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
4,r_cert,Domain_5997229c85bbc8a322756f378ed62078ec4d3f3cbb2c930688f720bcc53be2e3,Cert_a77b63d27d07fd9cc522afb93664f99d9f56f9edadf84e44ef4537748dc19141
4,r_dns_a,Domain_5997229c85bbc8a322756f378ed62078ec4d3f3cbb2c930688f720bcc53be2e3,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
4,r_subdomain,Domain_bc47c2f2fa77a72eb7e1716cf61e550c34a1de54b6c6ff60cac7f9a6468f26ad,Domain_21ca889683ebd663af5b0d8dd252f0e06ae0a9410e42347d4289183901b553f9
4,r_dns_a,Domain_bc47c2f2fa77a72eb7e1716cf61e550c34a1de54b6c6ff60cac7f9a6468f26ad,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_dns_a,Domain_bc47c2f2fa77a72eb7e1716cf61e550c34a1de54b6c6ff60cac7f9a6468f26ad,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_bc47c2f2fa77a72eb7e1716cf61e550c34a1de54b6c6ff60cac7f9a6468f26ad,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Domain_687fd18e15f7bb60e5b8f13918ac74b74e75010e7206580a2e08ae46d066a7a8,Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425
4,r_dns_a,Domain_687fd18e15f7bb60e5b8f13918ac74b74e75010e7206580a2e08ae46d066a7a8,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
2,r_cname,Domain_687fd18e15f7bb60e5b8f13918ac74b74e75010e7206580a2e08ae46d066a7a8,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_subdomain,Domain_687fd18e15f7bb60e5b8f13918ac74b74e75010e7206580a2e08ae46d066a7a8,Domain_fae18a3f2ebdaf270b9c644c982cca07112cf89405a387cb94f76738186ab3dc
4,r_dns_a,Domain_af3b1c94b5ee1844a08519ec66eb2a9e9060a2ca41d8d8cb7841820b1415c005,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
4,r_cert,Domain_af3b1c94b5ee1844a08519ec66eb2a9e9060a2ca41d8d8cb7841820b1415c005,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
4,r_dns_a,Domain_af3b1c94b5ee1844a08519ec66eb2a9e9060a2ca41d8d8cb7841820b1415c005,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
2,r_cname,Domain_af3b1c94b5ee1844a08519ec66eb2a9e9060a2ca41d8d8cb7841820b1415c005,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_f62ee9de4c49e1f935fb98e843f45f6e25963adf3f8dda4858b88a51e7bc03ce
2,r_cert_chain,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Cert_bbe15474b14bdf9f8f8f401595e8a9c6285e844245946224bb11f58fc6196edf
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_d698ef508452785dd36c85e4ec380dc0df16939dc3de8b5f3bccc3d9367040a4
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_8d8010ff0f4ebe3ac1af21354048e6ffa3121b79da4dbe0b85c1d24da6fdab99
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_a1f566bf8805ce3a4b5d61101a578a57410d26c724724a1f5ecef4da4ac22d52
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_9c194563bcc1e23144d802ac8ea29bdc15f9b44a0eeb3fa1944ade4b4c05ecce
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_b124de7949e01692bb15eb3f8f76b93278feca1fce9ab093cb93708c57e11fc1
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_8eb706c2d5280647a24e59dec4a1e2c91e785b649c335c62459ad46c46f91aab
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_2361f422c6c8b08444d3f270fd6b58932c4e0fbe45ac0454c4b98d94f546fcc5
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_ad6ea51bb2aac38ffba4669e4c39fdbf48f7ac44864940a44c9d377a9dc4143d
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_90970d94912b3aa8fc4a438951dca0c0fd82ebffe05114750e2e79ccae6d2b45
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_dbb07f56b1709e03d58305010d5d749e3578e6a893526713afbe69757cef2a34
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_2aeb88089a84a0d24352600ede2fd0c4b9469f4f158d03a5c72fa61f4b6d6845
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_fa09d247c9f7aa5d781fa9de14c3fb76d89cadba4b6253cc9ac86357e5f8a0b4
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_574b6a875e243e6326915ad9654ec733736f6117205344591d25a9fb5b5cf19b
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_0d68ce6eb45e67f2b28ed950da9f7f70f52228d63f84d1fa3059608d3a393ac6
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_2a4ea7184e70b10c1c593c9c65689c4c38a6fd4c05c136c5f9bb2866675e7294
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_b74b451e7c24fe52d122d4aae0461fef9408cc72e7716b97a26e20f7a7ae1f45
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_ae509aa1d5fe729eacb944c6c828368604f790295c6fdb3fa037e1d443bf15dc
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_1c7fefa6a68195213770358c4957111dc1865e24272f11709a7681e35dd8e923
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_2bf5aa83838fbd0000ff384109779b2793a6c7916472476fd0e47941734bc68f
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_5f0d926c5a65c4ec40f5cb2c81af8d060191ff9677a8026cffc83d708eee179c
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_32a587f84450fec78c8444610d18e54e30194ad57c3ce08d45cdd735de9bba36
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_b98b05744b794b0a940ccb85291a2149df4c63d1317a1fe4a0a0f9ce73a4f680
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_01852a8b77b7a0caee48be9a23e939bf5802f99f3d0d567c8a4492daabe24459
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_ee9d33c9467c3da20fef2af423b7c12e273258bb03256c87f42d39e9329075e6
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_e8ba9d348c083a59e944e7a8fd96ca6c752c332222d9d6f904efae8a1925a8c3
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_f905312495f0704a815f00024e3ca8b49d030777766eec76a500d74ddfb1cf25
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_0e08da0fdfaa185ee04dc3e4576a74ac51b6cd5faa0c2d2841a44b8561f0dfdb
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_732f2c22e71acbfc5c010abee8466f21991693be889ef32fc0c82bc37e86509b
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_fbbdabc9355a4ed4209fd68441d6ebcc688268bcae30dfa34818b3542ec42833
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_e2c2e3d87f4d34958ce4cb68b6dde4d18b53119f669803282ebd29504aec0a86
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_8e78ed7d9986a04261883cd6c48a6285a1759e5680c5a2efb72a49acec704a13
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_b408970f640bcc98ccca45b58242a923e3a7d20f965c8af7c65cacf7594a0f5f
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_6ed625170d9f68ac7172ab809a0607a72b695b14c3c1ad61c6770f4f7f57c0d6
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_4d6caf926f9f02f98e2cba9dd001ff66d0e4afcbe3e6d83e213042f69d1b17f2
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_cff2e28ac1f19197fc3a85e1173214c5239a26ae569197c804f9b4d780d05f1e
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_f32b45b28799eb70b465e0606e4dee356b6b7e694462cfeb812205176ab45809
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_d5abe5a16d6717859d446e2a7f1681b38fb22cb6bc44e7c875fdf7899807433f
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_8a47a4c9d5c01079697a77df36024a2a1f761501c4c1846fe5971e6cc095812a
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_e1edaad34353e2b0397de3e37c137302d78d8e59fa2b9f1d445d3cc50c6f6505
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_509924992bd7963c926c4a6c096734a7b4e2c0b772787d2278b98c7efdc8f0c6
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_463059f5ab574226d4cbe34f0de54c7fd77f2e8b37a4fdd44e1740b15aee9e02
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_303600fdc8429147427971add08793b37135701c0b75371754afc7b85606d0db
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_0ee37b2cc9dd9dbf87d2160d2428ff21b9d9bfc2e829d9026fbaba335b57256d
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_3b63bb96253490376b5cfc0deeb3c311bf47f6f73606f42cbfb0b2a38336484a
4,r_cert,Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,Domain_84532cb77073d4df95e6af50b31b894102df67ea9bae292831f1339661005ad0
