id,name,type,industry
Domain_af3b1c94b5ee1844a08519ec66eb2a9e9060a2ca41d8d8cb7841820b1415c005,af3b1c94b5.com,Domain,[]
Cert_ab931590affbcf0ade15375ec8acaac7296e5eeed396dcf4c88615315515e493,ab931590af,Cert,
Domain_8c27567ab453bd078306c765aae3983dfdfd1fc5739fcdb7ab0200e0d063b695,8c27567ab4.com,Domain,[]
Cert_713d55af10e1ae0ba072f7d95934d773e70aed90adea276b5d550feeb867ff3b,713d55af10,Cert,
IP_400c19e584976ff2a35950659d4d148a3d146f1b71692468132b849b0eb8702c,156.241.xxx.xxx,IP,
Domain_a6864b2b495feb25e1830a331ab81ab67c5928b77908bb0cbb2b2d2b347d05f5,a6864b2b49.com,Domain,[]
Domain_a376fe4e03d509fe1bb0a893431f853af102deb4b57f60762b3a1a8b8eda5380,a376fe4e03.com,Domain,[]
Domain_2a4ea7184e70b10c1c593c9c65689c4c38a6fd4c05c136c5f9bb2866675e7294,2a4ea7184e.com,Domain,"['C', 'B']"
Domain_661d447b555a95c8d38e5501793a95bf5ecceae1f25f3c6ec2c7b77cca79577e,661d447b55.com,Domain,"['C', 'B']"
Domain_8e78ed7d9986a04261883cd6c48a6285a1759e5680c5a2efb72a49acec704a13,8e78ed7d99.com,Domain,"['C', 'B']"
Domain_61b11036fa61b9430fe78b3805a5e8ab817cb0c5cec2327e2d73fb5ead4f1d1c,61b11036fa.com,Domain,[]
Cert_aa057b559d364cf26ee98c2f929a2b4b2085c6f511ee47fdca65d7ce7cb67045,aa057b559d,Cert,
Domain_804b92062d4525e1ce8ff05f985e08c0c8d1df1f77ce2f415d81ae0216dc3368,804b92062d.com,Domain,"['C', 'B']"
Domain_84ca5e741f8045f8991c60f47066da6c751105cd2b5cc6cb5cf09e500c0cd90d,84ca5e741f.com,Domain,[]
Domain_f6cd8e5757e24624e632006992fe4766fc1888f957d071143fbcc1df988537c4,f6cd8e5757.com,Domain,[]
Domain_ab06b0f5ee5b2499733a7c9ccb0aec2f951b938d4da225b60ee2c981e64ca4e9,ab06b0f5ee.com,Domain,[]
Domain_21ca889683ebd663af5b0d8dd252f0e06ae0a9410e42347d4289183901b553f9,21ca889683.com,Domain,[]
Domain_b3823d8bacbf61540a83efb2e1b401e4a26b8689683fe747082b6c993ebcd356,b3823d8bac.com,Domain,[]
Domain_677def7b2648c461f1999e3df64aa3dc5785b6aecf695099494523b97521da7b,677def7b26.com,Domain,[]
Domain_8623e8d6c244e308dd93c8d771ab8d3a88ed81d8e0667f8169725702e414da4b,8623e8d6c2.com,Domain,[]
Domain_90a6e339df4a79be3c3dee7f2fb58873496a0b7bed53740d4df8b99c601e540f,90a6e339df.com,Domain,['B']
Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71,1b22e6e2c9,Cert,
Domain_217518dfd62041627e669c55c168c9228b426d2303690d5f2eedaa73ce6257fc,217518dfd6.com,Domain,[]
Domain_90970d94912b3aa8fc4a438951dca0c0fd82ebffe05114750e2e79ccae6d2b45,90970d9491.com,Domain,"['C', 'B']"
Domain_b10f98a9b53806ccd3a5ee45676c7c09366545c5b12aa96955cde3953e7ad058,b10f98a9b5.com,Domain,[]
Domain_e2c2e3d87f4d34958ce4cb68b6dde4d18b53119f669803282ebd29504aec0a86,e2c2e3d87f.com,Domain,"['C', 'B']"
Domain_498ebe23c2e7986118f1818051572258873b6e5668e4a095db51e6434df651a3,498ebe23c2.com,Domain,[]
Domain_1ac54424345d11bbc2e5ff854ba6c3f9f8c7f41096ede12abf7ed45352243c6f,1ac5442434.com,Domain,[]
Domain_e2d2ea0270c9123bb35443d0cd4f572d86dd5b4f81051636f9cce9c19d367147,e2d2ea0270.com,Domain,"['C', 'B']"
Domain_f616557e0eda28cd6a529e24fc81dc72266d54f3e3a9a5192d00fb3fe3960758,f616557e0e.com,Domain,[]
Domain_ee9d33c9467c3da20fef2af423b7c12e273258bb03256c87f42d39e9329075e6,ee9d33c946.com,Domain,"['C', 'B']"
Domain_fa09d247c9f7aa5d781fa9de14c3fb76d89cadba4b6253cc9ac86357e5f8a0b4,fa09d247c9.com,Domain,"['C', 'B']"
Domain_4d4c8f64ec0ea113ee5396ea0740a6fc0a0f4b9e2796e952b48dccb5e85fceae,4d4c8f64ec.com,Domain,[]
Domain_110c141fc601c0fbfa04f736d21e9d4d7131311363dec9f0194572c88010a347,110c141fc6.com,Domain,[]
IP_2493d10250d8cfb277bb6217bd48e2863d4a1bf81fb6cc9e755f63a88a349f32,156.230.xxx.xxx,IP,
Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,8bd7ac7069.com,Domain,[]
Domain_f8d5a8efaa4ed5d77266a9b29721e1ef9e125b6cbec9ae4d867ca73b031be818,f8d5a8efaa.com,Domain,[]
Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12,6b62aef566.com,Domain,[]
Domain_c02ea74c1172f2011bd716f2d723895ad96abd5d140763a859f539efc14dbd74,c02ea74c11.com,Domain,[]
Domain_01852a8b77b7a0caee48be9a23e939bf5802f99f3d0d567c8a4492daabe24459,01852a8b77.com,Domain,"['C', 'B']"
Domain_463059f5ab574226d4cbe34f0de54c7fd77f2e8b37a4fdd44e1740b15aee9e02,463059f5ab.com,Domain,"['C', 'B']"
Domain_662d098d9608e1a9f5cba321d88edc33c279b5446be7db8e94a24fde8a3e042c,662d098d96.com,Domain,[]
Domain_42f4d9ead3d187271597934ac7ff2e720306516432483ba22b9f1ade6e74effd,42f4d9ead3.com,Domain,[]
Domain_e63287954f632b27cc0c4c1e1d3a1ac105f4d1cd1a018aad80616e5089068c0a,e63287954f.com,Domain,[]
Domain_92114d0165877667fb75817dfa03b3d27b446e99bbd02921648c68db8a204d97,92114d0165.com,Domain,[]
Domain_fefde712ea0c3811078a27da1e9e811b7ec1f09bc4be211a01ce302e196d50dc,fefde712ea.com,Domain,['B']
Domain_a72fd718aa0383f7ce344d3e9250f472d7c9280d91ae9e603d06f795e0b2a953,a72fd718aa.com,Domain,[]
Domain_0b3c6aca172ba4720d889077cf861550750aa2918aa16069e922c64faf3065c8,0b3c6aca17.com,Domain,['B']
Domain_fc33e2f86685cde06c13367d8661fad828d278c7994c3a14c36d6f1c2089a50c,fc33e2f866.com,Domain,[]
Domain_37552252ab1c3fe978f8ea03abc96afa4c8cc53b1db86db5a6cab213626eae49,37552252ab.com,Domain,[]
Domain_d185863c2a5a68c2f470a27e9126880f729429245126cbb4e68d65be582e6b90,d185863c2a.com,Domain,['B']
Domain_ac34b490b5b0080dd947b82dcf0df4b7be10f1acb1bd53b2f5be73259a987a21,ac34b490b5.com,Domain,[]
Domain_f5d1cf49688d66c61f5a228d176f0b4e0bff01ff43c6453e3436f1f166f00f7a,f5d1cf4968.com,Domain,[]
Domain_0d68ce6eb45e67f2b28ed950da9f7f70f52228d63f84d1fa3059608d3a393ac6,0d68ce6eb4.com,Domain,"['C', 'B']"
Domain_3fb50e73121b91e843fb2810d29d4b3ccdb40d2dc839c120d657f7774b2e1c63,3fb50e7312.com,Domain,[]
Domain_2eb74a7a2ee935ba37dd7ed58935041ffa60828cc8459729a0209ed0e879ec69,2eb74a7a2e.com,Domain,[]
Cert_d80f607c675a2a1f2107c25ab298446e3b7bafee33678fd443091b4980e9352c,d80f607c67,Cert,
Domain_b98b05744b794b0a940ccb85291a2149df4c63d1317a1fe4a0a0f9ce73a4f680,b98b05744b.com,Domain,"['C', 'B']"
Domain_05f6c0c3ee14948697c19b0ae136fea5846d0ad27a98b79a1819cfcae669a7a9,05f6c0c3ee.com,Domain,[]
Domain_bf5d9c21e3ea34dea417c29bec2397b58122ace747cfb15ea455c80f2add988a,bf5d9c21e3.com,Domain,[]
Domain_8b14ae4d32b347c546dfcafd215c80887dbed842405047295d9078ea7d47b910,8b14ae4d32.com,Domain,[]
Domain_4d6caf926f9f02f98e2cba9dd001ff66d0e4afcbe3e6d83e213042f69d1b17f2,4d6caf926f.com,Domain,"['C', 'B']"
Cert_c7c7af7234373cde65b129e76f9657fc9c1bc9da13bb16c747658c5d055d5f49,c7c7af7234,Cert,
Domain_516a1d8df30234e3b6c3636f068306892c5d21374f77e66b2bb3f2fc201f3bc9,516a1d8df3.com,Domain,['B']
Domain_6f5058ba0a35fe1b3f53c213960192af616218a751ae056deb3231b51f424570,6f5058ba0a.com,Domain,[]
Domain_af64661c5c950e75c223f3c4d2b184bce8c618d3696df6d00b2e7aebb6d75437,af64661c5c.com,Domain,[]
Domain_cf4a2e60f73247c4a9c9fdb1f01021c86baa21412ec9730d82a149f35c1ad198,cf4a2e60f7.com,Domain,[]
Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,e01c17f42e.com,Domain,[]
Domain_c5a005449bbb359c837ab2ee855ab9ef990d5116bf512c952bfded0b36f42d1b,c5a005449b.com,Domain,[]
Cert_4fe8af438e852464022dba847977e0e4200b073c5fc3af5f7f7f160b38d50552,4fe8af438e,Cert,
Domain_f76fbec9a77e6b92838de36a3315512b42381668eec80830b0a6e4f9dddf39f7,f76fbec9a7.com,Domain,['B']
Domain_4fec81ec03dd45d4196ce9e70a2411fddb589435f49d79ed1ce7b97312ea4b04,4fec81ec03.com,Domain,[]
Domain_e07abd6424a52802b824c3cda5aed3a583b48ca64b1e1c63af7aac93c5fef133,e07abd6424.com,Domain,['B']
Domain_6ed625170d9f68ac7172ab809a0607a72b695b14c3c1ad61c6770f4f7f57c0d6,6ed625170d.com,Domain,"['C', 'B']"
Domain_c33ad8812d7bd0f4a57e64a4843d629a3b3f863354d7745ef995e48ab54407b3,c33ad8812d.com,Domain,"['A', 'B']"
Domain_447846ebeccd2051afe2fefd9a6c2c9e29cee3f1a439e78a53d03b2b4f791740,447846ebec.com,Domain,['B']
Domain_06265ddc1c219ba2bdedff07dd27f44880ba0e6727bb9796687824eeb8a63941,06265ddc1c.com,Domain,[]
Domain_23c12fc09739d152265802cf9e978c0c66b014dcf47bb4e11777d734c4d0aa15,23c12fc097.com,Domain,[]
Domain_a45498cc65547bc816a3c83255c02b160d14e4125b039a151d034ea5e8316c90,a45498cc65.com,Domain,[]
Domain_23a790f19aec00c84e7910bede48a4ce5ffaa091b6256b09c9950f7e190c1d97,23a790f19a.com,Domain,[]
Domain_8df59cfefc71a7f269d383207cab2d66c169f773aff7cfa88e48f2db89351aa3,8df59cfefc.com,Domain,['B']
Domain_1ad3b856a00faf92f3d41c2f96be9d049041297556aaa3c881d8af3b1168a215,1ad3b856a0.com,Domain,[]
Domain_cf485f9dbf62961619ca764c720a0e81269633a7841281c69cae99a69c8aeb60,cf485f9dbf.com,Domain,[]
Domain_231acaa6d9799d390afbaafb6bc359c80127bd1fc3c336be280134a4e53a633e,231acaa6d9.com,Domain,['B']
Domain_1ebb0b9b0b4eff1f1ca21d86ce97e6914dbce7db26faa7b9de6210f79845ffdd,1ebb0b9b0b.com,Domain,['B']
Domain_eae2685b25121133e0bc383f794c92209ef0a976de822777a5796b158a28a4af,eae2685b25.com,Domain,['B']
Domain_e998645a62e8b982112093acf8287631f58a999dafc6ed68f33c5c6ffa302183,e998645a62.com,Domain,[]
Domain_239e8b7f5448908a9bcdad1c713a700402044165a7a3ca1f2df80d68b4721291,239e8b7f54.com,Domain,['B']
Domain_2361f422c6c8b08444d3f270fd6b58932c4e0fbe45ac0454c4b98d94f546fcc5,2361f422c6.com,Domain,"['C', 'B']"
Domain_a59b0253fdcb811024b6d113fe9d75a622090991cd3ccd7c0546c7c32e2f7761,a59b0253fd.com,Domain,"['C', 'B']"
Domain_c7db50a937614899e7d674d96805e98f194f5988f31ba4df0acac08dff7fcff0,c7db50a937.com,Domain,[]
Domain_5e845ddfd4d1f6944b520fd03d066b993703d3428617fc35a50f187eeed23262,5e845ddfd4.com,Domain,['B']
Domain_fd5155b4f8a0c0a40b4db970ffa8ddcf4652d2dc0b591d5281b894fb92b6c2aa,fd5155b4f8.com,Domain,[]
Domain_fec1e88f3d29ca44e9819d29098cb6f6fef4b63b140bffc07880375ba8265a74,fec1e88f3d.com,Domain,[]
Domain_a4e9424a642cd0121a0947c2fbfcfa8fdfb8b4f20d2ebceaf7b2647cd021b634,a4e9424a64.com,Domain,['B']
Domain_cff2e28ac1f19197fc3a85e1173214c5239a26ae569197c804f9b4d780d05f1e,cff2e28ac1.com,Domain,"['C', 'B']"
Domain_6116d4da2568b750241d9b6a5845e6bdc0d4e482781336231872545968970adc,6116d4da25.com,Domain,[]
Domain_c0a0acefd395c68907c4db511bc0e8e68abcfe60e41e6070dd5c91f3beb1e17a,c0a0acefd3.com,Domain,['B']
Domain_7d0cc4148b0fb915dcc513f7297aee1797be8832474d69707e0444475285f19a,7d0cc4148b.com,Domain,[]
Domain_dc62ebc241626facdc09bd550310017d8570bd278031c78f56db67888ae72e36,dc62ebc241.com,Domain,[]
Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c,ec6c5dc691.com,Domain,[]
Domain_b6ffd51783624de40c2da9c389a283d9b60f5711a30de271d897f3d5ccd31b83,b6ffd51783.com,Domain,[]
Domain_1092a2f65bad709f6b52fb01812fffbed82458556bc0361aae652994da50c3a0,1092a2f65b.com,Domain,"['C', 'B']"
Domain_becdde116bc46a89eb6e62cc9a26bec9d7c9b4f77ba9c05048ba11a59c20fb37,becdde116b.com,Domain,[]
Domain_dbb07f56b1709e03d58305010d5d749e3578e6a893526713afbe69757cef2a34,dbb07f56b1.com,Domain,"['C', 'B']"
Domain_a7e0b8be41009feb92af198560fe839f07f1e50c4904d248eeab51b80ecd845e,a7e0b8be41.com,Domain,[]
Domain_f7422b1732c7179497057c4afb0df7d53e88a7f4b9e02c587bbf59f3ce0b6df7,f7422b1732.com,Domain,[]
Domain_0a6ec869a1f26b356c40e98efe8e3ab4e503f8505951ada450a5a4ca0ce0d27d,0a6ec869a1.com,Domain,[]
Domain_3f48e79d0b6b5524cf092e6eb2e47120c40b6a24aae5c92d6f915ff26cbde838,3f48e79d0b.com,Domain,[]
Domain_fd6573d778cb0ddf7eef60cac46150f1d26626d18116da7143d633a94def392f,fd6573d778.com,Domain,['B']
Domain_0f39f68c9af4517640a181d98a628f2873744cd0b278adc8f3fbd71b7dd717c1,0f39f68c9a.com,Domain,['B']
Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772,9be5aee5cc.com,Domain,[]
Domain_08e64903ff448ad392d7d38da77be883298177d12b22a436357c7f61a73071c7,08e64903ff.com,Domain,[]
Domain_4436bad002679eb933fc3fc4cb11c4219cc78821c03c508b1d8390cc84585d45,4436bad002.com,Domain,[]
Domain_908d2ae4ae32eaf724b125c6eef71ccbbf39d3dae0547e61d8dff9a35c773424,908d2ae4ae.com,Domain,[]
Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8,0316d82055.com,Domain,[]
Cert_bbe15474b14bdf9f8f8f401595e8a9c6285e844245946224bb11f58fc6196edf,bbe15474b1,Cert,
Domain_3801482e56acf6e3dc8a168ca15c2406e190d6af4fc51a1f55160acb9ce7ca1f,3801482e56.com,Domain,"['C', 'B']"
Domain_11d8684f63a28e637098935a08bea39dc39052fbd8efaf42e78c99a310f7bf44,11d8684f63.com,Domain,['A']
Domain_c8274e885cdbe343a754d802962bbd5952d07e753052cbc54b6c29e8ff99ba38,c8274e885c.com,Domain,[]
Domain_0b53a06272f6292caac6ff1b88df6b11646e1f1373797fe9201b1748ae295293,0b53a06272.com,Domain,[]
Domain_275b78283130438def4d920f4eac734fc0903de55090a281f661588fb84da6e8,275b782831.com,Domain,[]
Domain_60f0afba246270a48dc61814da53846db08442fa2db4f660f36ddcad1a89d61e,60f0afba24.com,Domain,['B']
Domain_a1dbd6090166c4e07bec0a1bc025f9ee84d6ca76e9d9871e7b1f998456213f79,a1dbd60901.com,Domain,['B']
Domain_4b60a20d16e67158c6e32cfdc0bce29fbf818a93dd4eb5d273f97c4c274e0386,4b60a20d16.com,Domain,[]
Domain_23ca298a8b46c238bbd84c4958ee20e3ca6925bbbff588e2060e86783923d22a,23ca298a8b.com,Domain,['B']
Domain_e1edaad34353e2b0397de3e37c137302d78d8e59fa2b9f1d445d3cc50c6f6505,e1edaad343.com,Domain,"['C', 'B']"
Domain_30845d198d8a27f32374e9b2a2eece52b561124531eb6c6b34ead45e4e60b7e7,30845d198d.com,Domain,[]
Domain_037e26b9416b7ad0c0992bb62dd857011760ad59e39e70810e2f7de249cc3061,037e26b941.com,Domain,[]
Domain_47db1bd6a2377691e78a8ffe4d0cf8313c7244c26de8a576088cd4e51772f8ac,47db1bd6a2.com,Domain,[]
Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,56e9479272.com,Domain,[]
Domain_937f2e854914ebfc91ff7e5d773c4d74df0e004463cf49687446966981bb06c3,937f2e8549.com,Domain,[]
Domain_d5abe5a16d6717859d446e2a7f1681b38fb22cb6bc44e7c875fdf7899807433f,d5abe5a16d.com,Domain,"['C', 'B']"
Domain_7113e5f11829c4fc2df22c25525da8c8408a87ee1a23347f69664739c39bc193,7113e5f118.com,Domain,['B']
Domain_06b44039956043a31d365ab08447d9169eca65233f0a1515a4b3b12816f69ea1,06b4403995.com,Domain,['B']
Domain_259d75ef501aa81ff11b5c1035bf3ab40b60c17f63100930dc9f40ddd6fb5413,259d75ef50.com,Domain,[]
Domain_d391312f3c7d3025527283f845350899ba1ab0818368591f432fd0d9a19dd4cf,d391312f3c.com,Domain,"['C', 'B']"
Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425,c992a7d7f0,Cert,
Domain_85c92a8004a53f8758ffab4fd74fd1e7a75f62954ae3256447a51f2864e4c8dc,85c92a8004.com,Domain,['B']
Cert_6de2127f0c0c008c29f81f43b1b04f564c96f32eab404f87ccf47a1e7a583487,6de2127f0c,Cert,
Domain_ae509aa1d5fe729eacb944c6c828368604f790295c6fdb3fa037e1d443bf15dc,ae509aa1d5.com,Domain,"['C', 'B']"
Domain_ad344e3a0c054cea7721bfdaef3d2a38ed7d1665c2584f22928068310cc478c4,ad344e3a0c.com,Domain,[]
Domain_f905312495f0704a815f00024e3ca8b49d030777766eec76a500d74ddfb1cf25,f905312495.com,Domain,"['C', 'B']"
Domain_a1f566bf8805ce3a4b5d61101a578a57410d26c724724a1f5ecef4da4ac22d52,a1f566bf88.com,Domain,"['C', 'B']"
Cert_4b08c451cbfbcccda84991affb1b044c3bb3129d60c5461f71068b73f79dd289,4b08c451cb,Cert,
Domain_ac82ad11ac08442f2627bc598aba2f8f6cfbee1e485781310e9271cfc0d81866,ac82ad11ac.com,Domain,[]
Domain_bc010ac4e1139449412a40ed7ef6c31ad027f0ae670e8e4d72e3200e8a807d11,bc010ac4e1.com,Domain,['B']
Cert_aed56537739f763d1190b590969c0bf725ad1b04aef758d53c6e3dc56d1b20bd,aed5653773,Cert,
Domain_b74b451e7c24fe52d122d4aae0461fef9408cc72e7716b97a26e20f7a7ae1f45,b74b451e7c.com,Domain,"['C', 'B']"
Domain_32a587f84450fec78c8444610d18e54e30194ad57c3ce08d45cdd735de9bba36,32a587f844.com,Domain,"['C', 'B']"
Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,89e5f33dec.com,Domain,[]
Domain_fc35a0f8c1820edcb67524917cec07b9645633caa27b45506b4215f7e8faa8f6,fc35a0f8c1.com,Domain,['B']
Domain_24846228bd383a33bf3bb13cc1c3448ea909955e8bf2784e4798aee61b1c29bb,24846228bd.com,Domain,[]
Domain_a5ad6fe1277183f12cda84c2d1783deabf41f89fae082133caf1e7895576a04e,a5ad6fe127.com,Domain,['B']
Domain_8c0f997b1153ea04fa6174242f7396b61a50a4bc6085d4192d7aed45df3cb5bd,8c0f997b11.com,Domain,['B']
Domain_3b63bb96253490376b5cfc0deeb3c311bf47f6f73606f42cbfb0b2a38336484a,3b63bb9625.com,Domain,"['C', 'B']"
Domain_74bb3a867efb8b65bc72d01fbb779d8bed47ff5f7fb3fc1a7db67ee9549b9532,74bb3a867e.com,Domain,[]
IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943,108.160.xxx.xxx,IP,
Domain_36773baf8a338663c5bce6af416af88d6a9b6bcdcf0aa734d0fa990c5133792c,36773baf8a.com,Domain,"['G', 'B']"
Domain_663bc75a278c2592bf51aa30c295e0f3fa04e4274b999eeb6edf2af4ccbc1136,663bc75a27.com,Domain,[]
Domain_0bb392612c7720d3c7494cbe41ee958c9214712bffd3fa4e86463cc3f36fff1e,0bb392612c.com,Domain,[]
Domain_5f2a7c12f9f0b7b9072f71ecd90e67e6b4c726f37746d1220428e893f26007a3,5f2a7c12f9.com,Domain,['B']
IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05,45.114.xxx.xxx,IP,
Domain_be84ec29f1d9cf3898178b53c9a14d659d26d9959b0e94feb9c58a8826b38f0f,be84ec29f1.com,Domain,['B']
Domain_6ea440b13aec0f967a28ac0e33aa8f432a09128e0545c2b6f3f3c3a8b4e53f5d,6ea440b13a.com,Domain,['B']
Cert_446855d5c306837eced6a6a6a9520cf750f429a29e1a439868d7cc6442f83c37,446855d5c3,Cert,
Domain_bf0ab67b636287cee2c8d9e74d4ee7ccf3d82fd704f909e92e105a66e3090067,bf0ab67b63.com,Domain,[]
Domain_568b0b2581b8f1cd4d97a46e853d1ade739fad49761d54bd492c853d2724aa2f,568b0b2581.com,Domain,['B']
Domain_ebde7a221ec93baba418ffe471f78e8f150fc2f6f905f304b55440449868ebe5,ebde7a221e.com,Domain,[]
Domain_84a369f8e138f8fdde812df1c70730c56e4f5c442ea8cf8715f08d7ce946523b,84a369f8e1.com,Domain,['B']
Cert_b174cce6391aa3232f2466c399f2b7526f2802005b9bb182643549d7c59eb5b4,b174cce639,Cert,
Domain_b81a8aef41fa1b02ec961d487fdc58889400e6998b5e76590b0b86bc685f8742,b81a8aef41.com,Domain,['B']
Domain_23b33bd0a96ccec60a124adca665ef443e5bca779c69b6eb47380dcbac350efe,23b33bd0a9.com,Domain,[]
Domain_aac77a0715c2571ff34ccf9003fb9eee47f46628a0a9ebf5a035f83b159b60f6,aac77a0715.com,Domain,['B']
Domain_1e7808d89b5fd0f3027382a7f51d7349f46d194b87f799de92f8190f7f055320,1e7808d89b.com,Domain,[]
Domain_bc23f0ec928598acac5269311358a7e44d124e9e14fcba8a410a2abafe91597f,bc23f0ec92.com,Domain,['B']
Domain_fa8a8652668c1c0056013aeb5d0643276cdaa083c0843671639c93aa3e8d92b4,fa8a865266.com,Domain,['A']
Domain_d4227be4fbaf1e3f7e6cbefe6e9bd7daab4e79e8f1f761d33029a7decd71ebcf,d4227be4fb.com,Domain,['B']
Domain_d0d5dddb9d7af53fd2f14722af2b6cffe81b61124f829932f28cb1d5ba0c3695,d0d5dddb9d.com,Domain,['B']
Domain_887b7ef6953659a78d07f08d0b49dbaed307aca049a3a0cef3c7066c2fcf7dd6,887b7ef695.com,Domain,[]
Domain_b44fddaca62e062b4a1a19a6c8399a19e55925c1e398e94b2df44217b6b6712c,b44fddaca6.com,Domain,['B']
Domain_2dddd088fe022fd7efa69a86217bf72d0a9250dc58f3e4fb74d2be6a3797d372,2dddd088fe.com,Domain,"['I', 'B']"
Domain_2df745c5252126941c9764aeb5bfcfe3e071b5c1014690960ec2a56b035a7032,2df745c525.com,Domain,[]
Cert_af5554564b0edbbfc45db88554304dddf3a1b25466b4eebb1b519aa8be37e05f,af5554564b,Cert,
Domain_34b29ec9f40eb31af072fd17bb80b0eead3b68d65644c5a96a5110ce9b09598a,34b29ec9f4.com,Domain,[]
Domain_1274ef67f0dbcd0f88d7bf105d5617b6e62cb368e615e2d66e921a9d88ada75c,1274ef67f0.com,Domain,['B']
Domain_1cbd5e21968a5ab18ba247a758ced6372b09b4cd3b4021269aded2ef819d08fa,1cbd5e2196.com,Domain,['B']
Domain_1d13795963beaede36c14c1baed5f35eecf22d22ca42ea2174e1a018c6d35138,1d13795963.com,Domain,['B']
Domain_cdd2720ff23d469a973ce0ddcb8e0dc67c947f8a63afa68f90d8c100a12f869b,cdd2720ff2.com,Domain,"['C', 'B']"
Cert_65c8c93dc5f82074916009e4608df40b8f56699dd152c09bad62065373f38d8c,65c8c93dc5,Cert,
Domain_34188bf98e2ae9f272e8c74322c071dff13b2797ec7230f08c275dc2a22de84c,34188bf98e.com,Domain,[]
Cert_3fd4eef72706be7d50bc960b4cd740ac85029f51e707298ca42624d07871291e,3fd4eef727,Cert,
Domain_c28935137aae68c0ead2d84c80808a2b7f1bd32bce3b3a2e3797b5db052d94fc,c28935137a.com,Domain,['B']
Domain_23a465f55832d1a9f65d44d5337fd5323b519e89327240e61609e6432797262e,23a465f558.com,Domain,[]
