relation,source,target
r_dns_a,Domain_5661fffdd5c230da4ccec492471e9c16bed1915219eb7eee24a13f1f71fdd7b0,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_00814a6fe832f90d9e32e5ffe64072955697a425443aa5be78f3d5cad6bf5763,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_5373e13ea75d7b841d7670a6354e3802b327e4667d40418ea68fcdd8b4d75d99,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_4de105db7fe9919d4ba21ed06d035188aace29d94b9284ac3ff83f16246440a8,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_faf2b72cd852c8d07341949b7be07cc1845f1cf91bf8204370ba15104ebdf3a5,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_4ba7078d57302fac33919f7fd690c821a58bb93c084c57e8d157f74d3f179342,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_39bc597d0a7bb5e11e33819e3d97b4a6fe78c5eb3cb73831452243fd6c431ed3,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_39bc597d0a7bb5e11e33819e3d97b4a6fe78c5eb3cb73831452243fd6c431ed3,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_5597e0a0b9f5378ffb2c0b50a07cf46230314e228e4725eeb39b6746b7a3ec41,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_5597e0a0b9f5378ffb2c0b50a07cf46230314e228e4725eeb39b6746b7a3ec41,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_1e4b0c44047b221b535638a8c022baa6df119d7d70a5775208a5a687525051b8,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_1e4b0c44047b221b535638a8c022baa6df119d7d70a5775208a5a687525051b8,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_c1f948c37e8b184b902e755a335158aeff292f7336a427f66e44a0b32075d5ef,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_c1f948c37e8b184b902e755a335158aeff292f7336a427f66e44a0b32075d5ef,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_f853e39ee29c9df7de90f86d7803f42a5a09e42ef59e028868b02d8edfdbac3f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_f853e39ee29c9df7de90f86d7803f42a5a09e42ef59e028868b02d8edfdbac3f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_whois_phone,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Whois_Phone_db233a2040aa108106efbd41459690847d8b8153b939a62e9f121dd4700d284d
r_whois_phone,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Whois_Phone_511fc37988d7738889846c4ef68b718030ea5013774c87c002580fb9738a022b
r_dns_a,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_021899e9444be132869e3014680af5660de65f45d880b47e03657eed8b997300,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_021899e9444be132869e3014680af5660de65f45d880b47e03657eed8b997300,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_99075fa2e24c27f36e225f9274fd08fa72fa6ee8d6a6e1662e1e729c6ab4aef9,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_99075fa2e24c27f36e225f9274fd08fa72fa6ee8d6a6e1662e1e729c6ab4aef9,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_6a060734875e557f4b1158293e756ddb6911eb624d94e66061fb2c9fc7dc1b67,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_6a060734875e557f4b1158293e756ddb6911eb624d94e66061fb2c9fc7dc1b67,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_48309902f9745074dfc8510364219b5fb7a1bc722bcd0b522608066b77017a65,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_48309902f9745074dfc8510364219b5fb7a1bc722bcd0b522608066b77017a65,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_b475a0eb652a6bee06d12b23a1ad95f2ddb0836c2f9782f55efd36a869132f92,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_b475a0eb652a6bee06d12b23a1ad95f2ddb0836c2f9782f55efd36a869132f92,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_827e287ced9c4c8a5c5ce847034050bce49070bb06a6af922d8124a860cac842,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_827e287ced9c4c8a5c5ce847034050bce49070bb06a6af922d8124a860cac842,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_6ee9c016870e80f3d4b30407f3133c00af9d31bdff433f4c0782ecd9ddcaa012,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_6ee9c016870e80f3d4b30407f3133c00af9d31bdff433f4c0782ecd9ddcaa012,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_62b3247111b228b93d0fa04abb99a740a2713e7c8db10957b590020a8113a331,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_62b3247111b228b93d0fa04abb99a740a2713e7c8db10957b590020a8113a331,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_dade27ff71b3815163172f140d562b11a4969a80563d0ddb429675529a196d85,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_dade27ff71b3815163172f140d562b11a4969a80563d0ddb429675529a196d85,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_42be2a8a9029eb5dae02c318cba2278f4f7b0bfc4d83e907661d89f79906b403,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_42be2a8a9029eb5dae02c318cba2278f4f7b0bfc4d83e907661d89f79906b403,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_d7c0860e5f4f2f2c904fdd69715842cd5d02006f3328d558d6e8a6d7227412ce,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_d7c0860e5f4f2f2c904fdd69715842cd5d02006f3328d558d6e8a6d7227412ce,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_whois_phone,Domain_b7104a825b575f776fecc80900c393ee9e2916b2530e48b4ef09d52c3c187d1f,Whois_Phone_511fc37988d7738889846c4ef68b718030ea5013774c87c002580fb9738a022b
r_dns_a,Domain_b7104a825b575f776fecc80900c393ee9e2916b2530e48b4ef09d52c3c187d1f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cert,Domain_6c2230b62e3f1a0732591aa8edc0c069e027bea4e458104d69cce121298a2eaa,Cert_cd4c9bb0fb7a720ebb7d07a18621bda312803e6382b851087b55f73e66ebccd0
r_dns_a,Domain_7f0306e44d569c27b8c96bcdab4342c400a6f958c7313f74332ace0e4048f2bc,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_7f0306e44d569c27b8c96bcdab4342c400a6f958c7313f74332ace0e4048f2bc,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_b7104a825b575f776fecc80900c393ee9e2916b2530e48b4ef09d52c3c187d1f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_490f7f8a976b0336c3f9debdb2ce098ab1bf6cdca54a329f03cfb695d29735ec,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_490f7f8a976b0336c3f9debdb2ce098ab1bf6cdca54a329f03cfb695d29735ec,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_a6882286fb9c5a026b8b5e0174633bf7a25055fffc673d4cbeb0aed84f375a7c,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_6771f7808f60e9b19ea758ba06058d8a51087c1539a572c1b24546f07541d5ed,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_a6882286fb9c5a026b8b5e0174633bf7a25055fffc673d4cbeb0aed84f375a7c,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_6771f7808f60e9b19ea758ba06058d8a51087c1539a572c1b24546f07541d5ed,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_dd9b5c086cd6e6a5db8a96d8cedd6d7fde2295c6d33d79f3d5c9ef203ca346b3,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_dd9b5c086cd6e6a5db8a96d8cedd6d7fde2295c6d33d79f3d5c9ef203ca346b3,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_3a5dadf1a9e28e084b01da18a981e05bd9a4ef815f1e5c320d79800553beb179,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_3a5dadf1a9e28e084b01da18a981e05bd9a4ef815f1e5c320d79800553beb179,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_5f48757cc96e54ffc30375134910b2d58110b79665a8845ff2f462f146341d06,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_5f48757cc96e54ffc30375134910b2d58110b79665a8845ff2f462f146341d06,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_0eee5a266c49572257fcc9fc35bdfb8366ba7789dd0655695304029b6f4d92df,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_0eee5a266c49572257fcc9fc35bdfb8366ba7789dd0655695304029b6f4d92df,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_881474ff4764288b856726b47fbc72627d55b6ad647525707ffce813c8ce4dc3,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_881474ff4764288b856726b47fbc72627d55b6ad647525707ffce813c8ce4dc3,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_fdd01abd32f620af42d06484437b8cea8159bc7d2d396d3706054f11973162ba,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_881474ff4764288b856726b47fbc72627d55b6ad647525707ffce813c8ce4dc3,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876
r_dns_a,Domain_fdd01abd32f620af42d06484437b8cea8159bc7d2d396d3706054f11973162ba,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_30be8309d170a32d9876b9dc927aefe49f84f34777bf48306e441abc95e154db,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_e9b1addd761603868b970a148b43672912f7153bccefcf68585b2cd1ec66d097,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_30be8309d170a32d9876b9dc927aefe49f84f34777bf48306e441abc95e154db,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_e9b1addd761603868b970a148b43672912f7153bccefcf68585b2cd1ec66d097,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_7ad25e438a6eed861df9566cc9d55b9bcb221342d7cbdb5ca5da5b6276bf40f1,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_1d59c703e2b820d3be1c2331536aa94d9b3dc673e82c001542d4230249d14eae,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_7ad25e438a6eed861df9566cc9d55b9bcb221342d7cbdb5ca5da5b6276bf40f1,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_77c8ee11d5730bbaaa4cafa997353aca4e56562225c4fcaf21e954033df70e98,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_1d59c703e2b820d3be1c2331536aa94d9b3dc673e82c001542d4230249d14eae,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_77c8ee11d5730bbaaa4cafa997353aca4e56562225c4fcaf21e954033df70e98,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_191a2a8e8435e2cbbd3f57a6201aaaacc0ba0a75373e0462b8af232b85aff2a3,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_191a2a8e8435e2cbbd3f57a6201aaaacc0ba0a75373e0462b8af232b85aff2a3,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_85ddb69d2c370840223e069bde391a573f9397b905f050e288f3e1e1fcfcd84f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_85ddb69d2c370840223e069bde391a573f9397b905f050e288f3e1e1fcfcd84f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_873ece70ad35d0c5092fe6e180311eeab27151d46b5e65c6dc08159733f940e7,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_873ece70ad35d0c5092fe6e180311eeab27151d46b5e65c6dc08159733f940e7,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_e555ba5b1ad82c3668643b1be11b1b567682cd618fb9a07cc6c7cb191e0be8fb,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_044f597809b865ea26d2f90b3b9eb2338928108027ea47f0aa125f342a8457f2,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_e555ba5b1ad82c3668643b1be11b1b567682cd618fb9a07cc6c7cb191e0be8fb,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_044f597809b865ea26d2f90b3b9eb2338928108027ea47f0aa125f342a8457f2,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_0e88e7652e68031c7bec2d33fb9fb22c729f945d0ddb755eb9c72ec227f80b00,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_0e88e7652e68031c7bec2d33fb9fb22c729f945d0ddb755eb9c72ec227f80b00,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_6e1e374eb13cc5916963955b5f5528ea1c0904d891048cf1a2e8e51f9f13a524,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_6e1e374eb13cc5916963955b5f5528ea1c0904d891048cf1a2e8e51f9f13a524,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876
r_dns_a,Domain_e57b3bcb80b84fa8c9838023e0a6b1344c17ac3d4076d73bc8bfe5b93cbe918d,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
