relation,source,target
r_whois_name,Domain_ba661dc6d5dd64da7f6e60e0be6e0fbe61d49d9c42f4e2c6f51e364f3d4e55cc,Whois_Name_de0028f3c98af91de7cedb211a80651cff0d5037e648532696b967e74c0aec57
r_cname,Domain_ba661dc6d5dd64da7f6e60e0be6e0fbe61d49d9c42f4e2c6f51e364f3d4e55cc,Domain_0d00ce77a37ed837befdfc1724da07954d24eb6543b415f74c56382af0b5ed20
r_subdomain,Domain_acad0387d1489999fd773eb28d54b5c26394754407ba956678dcb9ebb7d9221d,Domain_387a9aeba0c2e8cf46942465fd3e2f6b5d07de3e3162782e8144f0b0a59ce1c3
r_whois_name,Domain_0dd27a9a545a6f711a34fe335797f192c54a6733c7ffd961e6aa24a8ed8082f5,Whois_Name_9c9e38e1ce06961fb5c629767a7c9f4b30a3a92ae1a82ab7923d6bfc95742dcc
r_subdomain,Domain_0dd27a9a545a6f711a34fe335797f192c54a6733c7ffd961e6aa24a8ed8082f5,Domain_88f34a243d43179b34b3fed38f738a40aca7e86be0db6503b46a8864d4017cc9
r_cname,Domain_0dd27a9a545a6f711a34fe335797f192c54a6733c7ffd961e6aa24a8ed8082f5,Domain_0309f1abfd871888adb8551c23225dd5aa1c8016e1154c6901825c0c3332d71d
r_whois_name,Domain_c8c6d1b0f9e31daf21e5a532afc531c59e70aad7248d551305683210af7a6a96,Whois_Name_9c9e38e1ce06961fb5c629767a7c9f4b30a3a92ae1a82ab7923d6bfc95742dcc
r_subdomain,Domain_c8c6d1b0f9e31daf21e5a532afc531c59e70aad7248d551305683210af7a6a96,Domain_947e6d5c966e2ab25da73f172eb712bd0150d67abdbcf8e1ab012eff411742ae
r_cname,Domain_c8c6d1b0f9e31daf21e5a532afc531c59e70aad7248d551305683210af7a6a96,Domain_0309f1abfd871888adb8551c23225dd5aa1c8016e1154c6901825c0c3332d71d
r_dns_a,Domain_036b039c7ce0516dbc1b557d2e32dc0635cb1759726cb5750b14c91ffddbdcee,IP_52001e72a76ad97c88eafe34f05084ee959fee188ddbbf0fe87a24f986a3b6cb
r_cname,Domain_3a5dadf1a9e28e084b01da18a981e05bd9a4ef815f1e5c320d79800553beb179,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_afae2c4d4ed094ee83f80412bf5726868c82e63035fcd82a7d2df84127d5d4ff,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_afae2c4d4ed094ee83f80412bf5726868c82e63035fcd82a7d2df84127d5d4ff,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_4ec8797fa32d58673a9a1b81c1e84ccccb930e8dd05a9573255ee4e8834f40e6,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_4ec8797fa32d58673a9a1b81c1e84ccccb930e8dd05a9573255ee4e8834f40e6,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_fe10f6bf4bbe30b7254b866f4eb78c737eb20a475650dc5bf5e079afe4a12a90,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_fe10f6bf4bbe30b7254b866f4eb78c737eb20a475650dc5bf5e079afe4a12a90,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_96212606192b4fd642d235be502db35cb9375b6ab8a6072735f9dfbe0a007ede,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_96212606192b4fd642d235be502db35cb9375b6ab8a6072735f9dfbe0a007ede,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_d4c84ff960caf49700b238039ab8169074729f0adda98af68b35ba5575fa8bdd,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_d4c84ff960caf49700b238039ab8169074729f0adda98af68b35ba5575fa8bdd,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_89edb6f5f6a3845e3ae4ebf86e5bbb46a638ed5f9d59f13fa8580abf48b5890b,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_89edb6f5f6a3845e3ae4ebf86e5bbb46a638ed5f9d59f13fa8580abf48b5890b,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_6b2ff25d45a06d650cae1278cc4711f0b72163225314c0d11cf68ba2efb297b2,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_6b2ff25d45a06d650cae1278cc4711f0b72163225314c0d11cf68ba2efb297b2,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_8a55388f8d14842c03eb0b59606f8027699b780008adcfa9d2d16eae3ea2c4a9,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_8a55388f8d14842c03eb0b59606f8027699b780008adcfa9d2d16eae3ea2c4a9,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_0146a85951765146ad11f1a1f1ca90a8709ca7640e7ab64ed227a9cf65d6ffce,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_0146a85951765146ad11f1a1f1ca90a8709ca7640e7ab64ed227a9cf65d6ffce,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_2947dd98701587091b4cff32693eb6f1d56de21a9f9576dc221e3121d5d2a314,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_2947dd98701587091b4cff32693eb6f1d56de21a9f9576dc221e3121d5d2a314,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_94e7686157c026fb37b677689c3f6bfde48feb0da5da8f6ffb0df03f3b45bb21,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_94e7686157c026fb37b677689c3f6bfde48feb0da5da8f6ffb0df03f3b45bb21,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_b5158eb3e61b273164c399edf17fe1729bb8c28c87af1123bcc79b14db978490,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_subdomain,Domain_6dcbf78378658ba0ed24266336e148561356322b3c0bc08842cf69b344332d0b,Domain_424338036b93e4ea170f7cec5522ee4b1d0790ff537dc7888bffa6c6548eaa3f
r_cname,Domain_6dcbf78378658ba0ed24266336e148561356322b3c0bc08842cf69b344332d0b,Domain_0d00ce77a37ed837befdfc1724da07954d24eb6543b415f74c56382af0b5ed20
r_whois_name,Domain_da224143e45280d3ae56921645d3b4d7e6e5ac913bb0164cf2ed09a2f2fa911e,Whois_Name_6f8f29c9036f063b7c0854eee15b8a8764c8f9ccc55a0559ca66db0479973923
r_subdomain,Domain_da224143e45280d3ae56921645d3b4d7e6e5ac913bb0164cf2ed09a2f2fa911e,Domain_0041a0598ff4a060c39b69fa9f9d61910d339f20aba0aa67ad6b49b647a020dd
r_cname,Domain_da224143e45280d3ae56921645d3b4d7e6e5ac913bb0164cf2ed09a2f2fa911e,Domain_0d00ce77a37ed837befdfc1724da07954d24eb6543b415f74c56382af0b5ed20
r_subdomain,Domain_0987a5883de48d0d172f69de66198562a1b4ba8cde3c3bb63e6db02394ab8f16,Domain_aa1b0bb647065468a624640764802b7cf25c3c4d01dbdebd093af0d17b8b16ff
r_whois_name,Domain_0987a5883de48d0d172f69de66198562a1b4ba8cde3c3bb63e6db02394ab8f16,Whois_Name_6f8f29c9036f063b7c0854eee15b8a8764c8f9ccc55a0559ca66db0479973923
r_cname,Domain_0987a5883de48d0d172f69de66198562a1b4ba8cde3c3bb63e6db02394ab8f16,Domain_0d00ce77a37ed837befdfc1724da07954d24eb6543b415f74c56382af0b5ed20
r_whois_name,Domain_80d864214e99f70b03940a0d0d1178dc951c0fe1863074be3513919e35ac643b,Whois_Name_9c9e38e1ce06961fb5c629767a7c9f4b30a3a92ae1a82ab7923d6bfc95742dcc
r_dns_a,Domain_35a2abfb2a2e679c33f805f732bb1e51fc8bbb9864da548a832dd42fe5c19cf5,IP_e18c08456263011cae5169bf09c082327666dfa58edfffa6bc2b2c1916d116c0
r_subdomain,Domain_6fda21b4a215dfa7022ef5a73ff58e06c47e3de488adaf944e77b1b10bcd5748,Domain_407daf83c1039b365401aa49b57c63fe6db5867eb6cb18c7e633e50f14daabd1
r_cname,Domain_6fda21b4a215dfa7022ef5a73ff58e06c47e3de488adaf944e77b1b10bcd5748,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_8e36ce0c821bdeaa0b0b5d89ea30ebe1bb4e2277fe6585b5224c6fabe8163363,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_8e36ce0c821bdeaa0b0b5d89ea30ebe1bb4e2277fe6585b5224c6fabe8163363,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_b5158eb3e61b273164c399edf17fe1729bb8c28c87af1123bcc79b14db978490,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_425cb010f6cb6a79cbddf25c18e3f06660a4b1ec09a5d4f39c84e802c3f1382f,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_5661fffdd5c230da4ccec492471e9c16bed1915219eb7eee24a13f1f71fdd7b0,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_00814a6fe832f90d9e32e5ffe64072955697a425443aa5be78f3d5cad6bf5763,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_5373e13ea75d7b841d7670a6354e3802b327e4667d40418ea68fcdd8b4d75d99,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_4de105db7fe9919d4ba21ed06d035188aace29d94b9284ac3ff83f16246440a8,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_faf2b72cd852c8d07341949b7be07cc1845f1cf91bf8204370ba15104ebdf3a5,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_4ba7078d57302fac33919f7fd690c821a58bb93c084c57e8d157f74d3f179342,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_39bc597d0a7bb5e11e33819e3d97b4a6fe78c5eb3cb73831452243fd6c431ed3,IP_fb4022f309ba3202ba8bad43c418f7d7a97ec59e793168c67f31434f545dc636
r_dns_a,Domain_39bc597d0a7bb5e11e33819e3d97b4a6fe78c5eb3cb73831452243fd6c431ed3,IP_6b2cb5c7ae3811185adc3333c4d182a3145af0645ef2df01911b56283f587d17
r_dns_a,Domain_c924981644e62580109e66ca7f826ac1db36370fb1b9d30c0a2a9a0827929bd1,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,Domain_f311c762ea3e830b59e7bfc35f272d3e7ddb5ca9a42820f4d8d098f027dffbcb
r_cname,Domain_edd3dfe22c3e603f795a20cb0d15935868cae9e13472bab52ac4e8514ada59ae,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_5597e0a0b9f5378ffb2c0b50a07cf46230314e228e4725eeb39b6746b7a3ec41,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_0308c949a2907638c8f43f0bab259ade717c9c8cab51057ebe465ab1a180d6d6,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_b5ed426bfb1c8f128e8fa66092af0d7b668101b1cebcacaf3669f6cd1b3f38ff,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_5597e0a0b9f5378ffb2c0b50a07cf46230314e228e4725eeb39b6746b7a3ec41,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_dfd3b8df6a90a2d385dab9bf690bb33d64a58dc8fd3efdd74f928575daac7fc9
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_840f20c16fd76a1686672b4126aa56834aa0e50af283a4ebe7072dfd4f60b3d5
r_cname,Domain_5597e0a0b9f5378ffb2c0b50a07cf46230314e228e4725eeb39b6746b7a3ec41,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_3911206c3edca50dab16814a380a3574a929a5e0f0894f1cf798f40e92f9844e,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_1e4b0c44047b221b535638a8c022baa6df119d7d70a5775208a5a687525051b8,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_1e4b0c44047b221b535638a8c022baa6df119d7d70a5775208a5a687525051b8,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_f5818b51ed4dcad169c66c7674f0d082aa696af78ad550c6a83ed67b6c2a6fcd
r_cname,Domain_1e4b0c44047b221b535638a8c022baa6df119d7d70a5775208a5a687525051b8,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_64cb627b5ef49788504cadb12dab2733945372f7e0a36ffd27714343d05a8732,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_c1f948c37e8b184b902e755a335158aeff292f7336a427f66e44a0b32075d5ef,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_c1f948c37e8b184b902e755a335158aeff292f7336a427f66e44a0b32075d5ef,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_4b2ef7d9b9041585161f936a0b0a370c87baae9eb1de3b5c9f216abd5ac6d363
r_cname,Domain_c1f948c37e8b184b902e755a335158aeff292f7336a427f66e44a0b32075d5ef,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_186c747858c745f0aba04331be1112dc5187574f13b0507d4ac612fad6cf04a4,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_f853e39ee29c9df7de90f86d7803f42a5a09e42ef59e028868b02d8edfdbac3f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_f853e39ee29c9df7de90f86d7803f42a5a09e42ef59e028868b02d8edfdbac3f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_6f21f7cccbcc8c861d8a6f30106fb3746903152788719859cfb4173eab64c8cd
r_cname,Domain_f853e39ee29c9df7de90f86d7803f42a5a09e42ef59e028868b02d8edfdbac3f,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_d0294bba67ea2d46771deadf3b198ab168ae3be55df308fba8ca8de7203a4614,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_779cb9605a53710c1654e83ae4bd7397d9cdc5aee1555f5cfcb0ac9a327db353,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_whois_phone,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Whois_Phone_db233a2040aa108106efbd41459690847d8b8153b939a62e9f121dd4700d284d
r_whois_phone,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Whois_Phone_511fc37988d7738889846c4ef68b718030ea5013774c87c002580fb9738a022b
r_dns_a,Domain_2cc64ad538965005ed098316407a9dcc0037962f337d237e3f3bb9083f1b9467,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_0e51fb2c84fb24306db08d53337694b2eafc4d7fa05a0a9b83a0cee626b27b67,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_c4bacff42237f7c8203a9fce66b804b0d012a49335f4eedb111298161d6b6889,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_5965ee49b46f5d9e787d270025c5286a01593b52ac0608cfbba36147870fd271,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_4705da1f80e3f2d63b07e2a5b5fa031cc8d3b41e7850f1743527ba576f25c9b0,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_subdomain,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Domain_3aa75ef22f2bded81dff1dab7cdfed4535afb7b07dbdc9946714a055400343e3
r_cname,Domain_d49c942644a0cba0484a22d169d517fea0f9d4482c54d32a3a3f93588292b20f,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_021899e9444be132869e3014680af5660de65f45d880b47e03657eed8b997300,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_021899e9444be132869e3014680af5660de65f45d880b47e03657eed8b997300,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_dns_a,Domain_b2e01c5e5dd9eade665e2d0038fd54339c19034a7cf1fa61a21b050f66a90c12,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_42f9f6d94ce671921c2a3945ee66a82f7288879f56308774511170b9fedc57f8,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_subdomain,Domain_6d2cb17cfa5b02f48c0890bee8921fdb6cc796571225fc3d137e124b9eac9285,Domain_0becacf0ccf6b7fe86550f6ba681131c826a91e511907805813d6f89ef0deb39
r_cname,Domain_021899e9444be132869e3014680af5660de65f45d880b47e03657eed8b997300,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_99075fa2e24c27f36e225f9274fd08fa72fa6ee8d6a6e1662e1e729c6ab4aef9,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_99075fa2e24c27f36e225f9274fd08fa72fa6ee8d6a6e1662e1e729c6ab4aef9,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
r_whois_name,Domain_f2004753450b1779d339bb01dcb311f02ca465e60f2337a6b7e3acf980c7f700,Whois_Name_6f8f29c9036f063b7c0854eee15b8a8764c8f9ccc55a0559ca66db0479973923
r_dns_a,Domain_318dd923f69f3725d9e7ed7c97c52023bb927da6c312048333d4c01b15660591,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_dns_a,Domain_8732248583ee0d416ffbdd380c560c3f8374aa69e5a1efe7bb0bec2a6d9cf014,IP_0d5d51e1b522c2f03547d64ffb9661d1455f53344c2efc3b1b03c50cad5fe669
r_cname,Domain_99075fa2e24c27f36e225f9274fd08fa72fa6ee8d6a6e1662e1e729c6ab4aef9,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_6a060734875e557f4b1158293e756ddb6911eb624d94e66061fb2c9fc7dc1b67,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_dns_a,Domain_6a060734875e557f4b1158293e756ddb6911eb624d94e66061fb2c9fc7dc1b67,IP_88e5575b1c7632a5640ae4eb269688e6eb25e4a88b703bb9e241026d68c7944b
