weight,relation,source,target
4,r_cert,Domain_5b6302f47de7f9a8cc15bbb9e3bcd6cd60cbc0ad645e482be4a4f77953949ad8,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_7bc99ff1ae9c3cffbe9d0d35bd99218ea821ecbe8f73d30b3c449ff89c824c36,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_b27e395e70fc443aec762214a681680a8720479c6086d530601b41b2e1349a95,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_d636fcb7682f93eb26651a6b536543566fda0a0416166cea57de46a499003eee,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_d636fcb7682f93eb26651a6b536543566fda0a0416166cea57de46a499003eee,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
4,r_cert,Domain_285327e3bc17ee0ecbfe0128e57c1f89b1707b997f11fe4b6ea89130817d2dab,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_8e454235bfed74978c3a8fa93b002d8cf0a946c175c0df4ead810477e8014780,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_d9fb32f3abf707f28d8dce9e4a504a60e3c58392c505010d44e594d189b40957,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_f4f958367e464d492e2766ace5ee5122dda620a0512aa97be5de4ad648308f2d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_d4cca9ae126cbdfa05f94f56340d5418d4ed22afb64bffa48c16c65de3420f5d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_d8153f03fc26391bc3d07150141b2d0fbbe731e3e6fba71a3b93f8aea53a8a0b,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_d8153f03fc26391bc3d07150141b2d0fbbe731e3e6fba71a3b93f8aea53a8a0b,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
4,r_cert,Domain_c5c4a3b9e4dc835ef49291e0dcb6311476b8bd240f5a516eca78dab81b46e351,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_5b5bb7f6b9e282fde2f919dd4bf873f157ba10ed71ed9dd3d03c0cf93499ef16,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_440a1e0653cf29d225de21b066590e16b9d912b3fcec3483a6b6a57028586e12,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_c4a8975cddc79c7aaaa16a830e7c1cd5acffce9f95899a592e896668b3088b2b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_98e23a79e3964b78bfb8e35405d3108735ba469cd591412182a038ba7488ed26,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_04022dc8a6439004db731b3bee3915aec225da2f8061d8146a738c65fcb5d12b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_7140691be8949f669a79e7e26853d0815b071012968938137b50ce382e2a1e20,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_7a2ed6e175abd1ef8e5bd5ea187ab63c389e8308e6a82ad5bf8046317752f14f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_846b86e433e53c9c2976b1c1819c005c325f30708043c59c084d198fc7c03d3c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_6f5e59faf6ee864bd3a7c45d374740bb86a00558b0bc66a2bfdfb493fec04c59,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_fdcfa8862ea7519c5cc1cadfcd9abad6c203876740fecd7ed2f15680cc0a8e29,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_b09ee65b680fbf1c5b5ceb06b458938de97a5cb306e2637140a518de1e966638,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_dac70a0469f212b5df51dfccaddbdca191d75d19c8703de9d47369627bcb8c03,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_dac70a0469f212b5df51dfccaddbdca191d75d19c8703de9d47369627bcb8c03,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
3,r_whois_name,Domain_b9e35a9d38e6b0355b22c83cf52f57eb8b6df492e8f08d171e7ec67112684133,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef
3,r_whois_email,Domain_b9e35a9d38e6b0355b22c83cf52f57eb8b6df492e8f08d171e7ec67112684133,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_b9e35a9d38e6b0355b22c83cf52f57eb8b6df492e8f08d171e7ec67112684133,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
3,r_whois_name,Domain_39dee509d29142caf91607613e7ff0ae8032944c338a5f7a42be54a7cdad16ff,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef
3,r_whois_email,Domain_39dee509d29142caf91607613e7ff0ae8032944c338a5f7a42be54a7cdad16ff,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_39dee509d29142caf91607613e7ff0ae8032944c338a5f7a42be54a7cdad16ff,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_cert,Domain_4aac87595c0888c4e34446d7f087e51bb05615e2e67d607e15a04573886c8807,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_e8751cc2bba5c2eba168970c1569b13aa827624f1191e5ad4fdd5ffa70aec77d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_e4f503f1b6c4aadc24d7b7569074af46d57af991228b01f5ff9b24f572361873,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_ee2b0e9671b0558c4bc753df5aece320d5084e886bd8a338e5b092b788c733e4,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_ee2b0e9671b0558c4bc753df5aece320d5084e886bd8a338e5b092b788c733e4,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
4,r_cert,Domain_8011e0d9232a28665ed98226ae9fdc48e1a7fda7a0f4cfe2cab4ca9de10cbe60,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_a31a1c3fee46b2a18f260d92dd22aec091b7621fb5557a22e09c507c90a6a35e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_d7632006adfa48173b7791317e2c14bc5633a782816812fca33d198c5ac65844,Domain_807a8a1a5282607c2063a5b0365268b25f0f62d61741a3e25244840595f10dc3
4,r_cert,Domain_98019c3a824ffa35e4f58e63a6192af522c0698131c0faf845b15ae13275a2e1,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_5234b0d86aef760bc3dfa4eba03dd85391fc2cfede660b19fbdd03c378aca23a,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_e3ff58fe5ee091de3cce3b319131331039d39190f730b4a3d94936e2243f8606,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_807a8a1a5282607c2063a5b0365268b25f0f62d61741a3e25244840595f10dc3,Domain_f3554b666038baffa5814c319d3053ee2c2eb30d31d0ef509a1a463386b69845
4,r_cert,Domain_ff7fae37b5d5f91ff25d956fee108fe306026eef64d875b7faebdcf50b9cfd5f,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_5a41766995f5a19011683ad6fb27a36d0444265535ce440cfdc48924346188d6,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_5a41766995f5a19011683ad6fb27a36d0444265535ce440cfdc48924346188d6,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
4,r_cert,Domain_6ae63cc8b3b3e8de450307da5cf9f0aec1b55a93dc9ca2d7747b3b660f664c51,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_82c1c9cf81c1933d870455a85eb30c6a5d6807bb7ff194b6020da62e4f14dfdf,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_d5dc0fa8190877f379c5b7d6f90a72f5e9274361db5721ea36cb6f312812b3b1,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_d5dc0fa8190877f379c5b7d6f90a72f5e9274361db5721ea36cb6f312812b3b1,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
3,r_whois_name,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef
3,r_whois_email,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
2,r_cname,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,Domain_1d8e02f35e2cba9afb64a653aec2d7703559001c9d4f24c9b119eba50c47df10
4,r_dns_a,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,IP_94fb4d47d3920b6a5b74a8ce9e304377460fdffdf6582eca97eda2037bbe0b47
4,r_cert,Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_70d26490b18d0d530ab45d3f3d962b29e664ed7bdad8103ccd306ac99bb21c70,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_571a8a03bed71a4722b209f03807fe74c1a908efa7b4ed77417056a324c7b31b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_dns_a,IP_38d08556e5f342ddca3d2001e92f56b2e835b43a8ff78e202ede932442cae5b2,Domain_ef6a36adce3940eba868b053f48ec421dae5b9565c19757e592a9f2c878dac29
4,r_dns_a,IP_38d08556e5f342ddca3d2001e92f56b2e835b43a8ff78e202ede932442cae5b2,Domain_511e2087ce39849f01f8bb33b9ab6fd02f7574c91339a7a8b3828dc5d5de62be
4,r_cert,Domain_1af571b08126316100c5881d0b6e2dc7e349572d3dc30623d117b6ba1e604f69,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_b9208bf08ecaa14be27b272bbb37cdf43d89036471389952b5b908829b49df99,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_dns_a,Domain_1d8e02f35e2cba9afb64a653aec2d7703559001c9d4f24c9b119eba50c47df10,IP_94fb4d47d3920b6a5b74a8ce9e304377460fdffdf6582eca97eda2037bbe0b47
4,r_cert,Domain_1d8e02f35e2cba9afb64a653aec2d7703559001c9d4f24c9b119eba50c47df10,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_ee8a600d85bfc165df5a8dc7ecfed3a371b0eb79ff22881be3daaafff0afa480,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_a2d2208c5348b93e3ddc90439ae6c7eda49cde8c4e1e35609d978e3c3209156b
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_aff80b16a1cbfd91ab3a158048e5c99d4a053ab9ea757ed84141fa7a39e3411c
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_9a29122f1eefd5d8dd1b20f14ca9b796608e7567fd769c94ab2e39143347e081
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_ab191669a5554728bbfbfe823af06365873bcee68ec84abdad22976c072582d4
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_965b7d19e3e9b308a17a075efba549130dc714d3eb911274568b1812e8eedb09
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_db7146ee8e19d2f52c5d74787c8acb58570aeb20b0d1bd4e5b6c2b9313795807
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_0d3467a1d037757964eaba7cbbf10716fe252094825bdfea2c6fcc8bded1c89e
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_44c636ff9b9f48ad5687710b70653f1a2eb3899e0848937c919c430d2c3b37e4
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_af51eaa02d119dbf3a558d276e90963b7f45a24d6147a6c72099adc344e508b0
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_c5ee412dc070b09ec40ff13884116e6ef896eabcf9c5234160272823ab9edd9c
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_631dd6392eb07714f0efaa984bae9dae042d77cfcbc70a7fdab2146fb509952a
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_9a1954f84e6070174caa0614e0b79bfac42c4416ae8f200836749ae05a3c492c
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_a23199abe7be107b209ee6e84edb0489d6f8f1d6c7f4b79e5c082df5e362dc6e
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_38f09ea90010124484f42ef3b9739b698bde4de26b505c523a03d08de19b9a67
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_16a3c8545732ca5cc0475714040bb4f4c0a04d7798bd440d2a00046f9d66aa78
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_3c3e7ac3dd353eccf0142dbc13fa1a2ed30d74fea083b74d9b9a417824b84606
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_02fdb7e5ddca4aff021de3a3b41e4aeea17eb9fae032e04ee71531ed19d9a55b
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_07095e444e814ab1d40e693c9af393ca4e50d2bd55ad02451df5ae129d210f44
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_10199f8a50340406fd6ea8762fa3629f5e6414fa09266b47aff99ae4187b4f9e
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_0c30d61616453c54253f375690812932d4242fe583e1d23e528a1adb21bd81f8
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_961cc51c9d7f1cd91596f73356b5b4039deab7b78a97d33f413262020c2aadb1
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_cee489b4e75d3b79f86fc13516688cb4ed6a84e39f139f25014bf97c0d7bfbf1
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_6c58b4e54203c2c11533b919c6067d7fcb9cd64a0433d3d9e3cadac8d98d311c
3,r_whois_name,Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Domain_2df0a2aba2663829086ec913896127596f25e4dd8e76300fc7a086ea2fedad97
4,r_cert,Domain_1a78754aad1049a4ca7ac57e21a15740dae9efeefcf6aa4173a94127a210e31b,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_name,Domain_b1c947669d44356a1de8002a02adedc99c3c63328c4bf0c31cf3e54186bbeb26,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
3,r_whois_email,Domain_b1c947669d44356a1de8002a02adedc99c3c63328c4bf0c31cf3e54186bbeb26,Whois_Email_62fe1d0691991999225c173a7c6b4da96e9d590457cfb31befb84fc0e980c15e
4,r_cert,Domain_502c91c04a679abd631f736d6f90fffc957f4b1c4364e31b418ced06a1ce0131,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_06d36b8bd1a98718e7f399a3bae97e3d46e388767c1fe7bc4f86a781bdf210b5,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_02fdb7e5ddca4aff021de3a3b41e4aeea17eb9fae032e04ee71531ed19d9a55b,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_02fdb7e5ddca4aff021de3a3b41e4aeea17eb9fae032e04ee71531ed19d9a55b,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_cert,Domain_6599a58c3a560d29710c0c8ea29e4ee8b001ae74ad4240a7256dcd7b2a01ea29,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_request_jump,Domain_afd826ef13c05bc22f4781e7ad58b8cf5a2b66fc0b65b94cefee484aca14bcaf,Domain_f3554b666038baffa5814c319d3053ee2c2eb30d31d0ef509a1a463386b69845
4,r_cert,Domain_afd826ef13c05bc22f4781e7ad58b8cf5a2b66fc0b65b94cefee484aca14bcaf,Cert_392d981eaf712a3ecb8553b3b90974d538e484bad7ccff19f6ef89d1b6456226
4,r_dns_a,Domain_afd826ef13c05bc22f4781e7ad58b8cf5a2b66fc0b65b94cefee484aca14bcaf,IP_e9d4d0c9b504b782a7e04f78cf471fc52abba41c1330dec1bd5cfb583add10ce
3,r_whois_email,Domain_631dd6392eb07714f0efaa984bae9dae042d77cfcbc70a7fdab2146fb509952a,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_631dd6392eb07714f0efaa984bae9dae042d77cfcbc70a7fdab2146fb509952a,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_cert,Domain_42ace0d5008d0c5c53800a57a66ab68228ddcbacc7d3184a66402b5a211c5482,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_413a339b4ebdfdaee6fa1210a9645c700b0f92b44d19a6af2fc261302196f8d3,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_cert,Domain_42e35f943cc236cc310ce1fbc67924a0b9ddd1e0b2aa6aedc7bd2bd7721cfc66,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_a2d2208c5348b93e3ddc90439ae6c7eda49cde8c4e1e35609d978e3c3209156b,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_a2d2208c5348b93e3ddc90439ae6c7eda49cde8c4e1e35609d978e3c3209156b,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
3,r_whois_email,Domain_9a29122f1eefd5d8dd1b20f14ca9b796608e7567fd769c94ab2e39143347e081,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_9a29122f1eefd5d8dd1b20f14ca9b796608e7567fd769c94ab2e39143347e081,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_dns_a,Domain_e5faee798ab94195e75d453c625b9778a33b5df78d7b2c28e012c689836cfe9a,IP_94fb4d47d3920b6a5b74a8ce9e304377460fdffdf6582eca97eda2037bbe0b47
4,r_cert,Domain_e5faee798ab94195e75d453c625b9778a33b5df78d7b2c28e012c689836cfe9a,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_db7146ee8e19d2f52c5d74787c8acb58570aeb20b0d1bd4e5b6c2b9313795807,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_db7146ee8e19d2f52c5d74787c8acb58570aeb20b0d1bd4e5b6c2b9313795807,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_cert,Domain_978c58de88382597cf37f53d95cccde927402e388ad131c60b8c671e63afd06e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_0d3467a1d037757964eaba7cbbf10716fe252094825bdfea2c6fcc8bded1c89e,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
3,r_whois_phone,Domain_0d3467a1d037757964eaba7cbbf10716fe252094825bdfea2c6fcc8bded1c89e,Whois_Phone_f6974ce3fa84ae76d75b9211f3162155db77566a36c82549b66a9a3d966a928b
4,r_cert,Domain_43a135ac21c6d410ef6c99558aac8b30678b4b73e6923d2e9fdfd1c240d464d9,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_2df0a2aba2663829086ec913896127596f25e4dd8e76300fc7a086ea2fedad97,Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18
