relation,source,target
r_cert,Domain_5ca7dec06adc19682d47ba4bc5f2e0dce32eef58a3f755adf47046cefaf81fd3,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_5ca7dec06adc19682d47ba4bc5f2e0dce32eef58a3f755adf47046cefaf81fd3,IP_aa2457df14baa80b6aae2e1c2a1793ab629ab9c490abeed811964ce5804dd0ab
r_dns_a,Domain_352db00f500142c99db358109ea34a0a2c6ccd272a26a65106cd3a817b4a4bed,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
r_dns_a,Domain_352db00f500142c99db358109ea34a0a2c6ccd272a26a65106cd3a817b4a4bed,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
r_cidr,IP_CIDR_aabde7d8bfb38fcf33ce5c730e87ffe4f92543ceeb16f3aa6741fbc7fc3734f1,IP_1522821e6f58ca6c3571a959e5852f63b173380aadd0fbec632f52a997c560e5
r_cidr,IP_CIDR_aabde7d8bfb38fcf33ce5c730e87ffe4f92543ceeb16f3aa6741fbc7fc3734f1,IP_1c79cca34d77b705c8fb8a35a1a79a221542fa0b64903e344bf734815810f028
r_cidr,IP_CIDR_aabde7d8bfb38fcf33ce5c730e87ffe4f92543ceeb16f3aa6741fbc7fc3734f1,IP_234a81bd0cc1341e8a541ccf7f036d87ef1c2ae0657cc0cc59481bf7ff6863d2
r_cidr,IP_CIDR_aabde7d8bfb38fcf33ce5c730e87ffe4f92543ceeb16f3aa6741fbc7fc3734f1,IP_a9599805c195b5a859b4f824e519d2f2379ee5e35a4f518e98784956a88461d5
r_dns_a,Domain_ac17a01491b969f986084982e2d24ff58aacd7dc82ef3f76ee1b8837c2648f49,IP_ae798c37ed5f766d51322295f883f6b3c956c44b7262a06d01de9cb7fffce20d
r_dns_a,Domain_ac17a01491b969f986084982e2d24ff58aacd7dc82ef3f76ee1b8837c2648f49,IP_32d43a800fb23c9054fe1edd39b9a3a8c4484daea1de072bbb748745859316da
r_whois_name,Domain_ac17a01491b969f986084982e2d24ff58aacd7dc82ef3f76ee1b8837c2648f49,Whois_Name_002eb0c1324add382b843da3ade567c9051eb641c6c20052ea1329a0ce187e92
r_dns_a,Domain_ac17a01491b969f986084982e2d24ff58aacd7dc82ef3f76ee1b8837c2648f49,IP_1b61228b4801e2e185bc5f31b8bf8298a41cac0b27e57c41d055fb452ef0b41a
r_dns_a,Domain_fd90a49df5e998fa9728bcf4d90a4211aa9cae6869ac9acc6c797c3717a29b39,IP_9f37c3d0bbe57c8fa55be0394ec7c06c89ebc43ee669646822e975b09fad6684
r_cert,Domain_fd90a49df5e998fa9728bcf4d90a4211aa9cae6869ac9acc6c797c3717a29b39,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cname,Domain_5676952ada086f65622f5ffb3cef468a8f8e6e340b5e2228b3df265ce39f75d6,Domain_bef7711a775534636a7cdae48a0f9d7604c5dadcf31f32f6117d6db4b00555ac
r_dns_a,Domain_5676952ada086f65622f5ffb3cef468a8f8e6e340b5e2228b3df265ce39f75d6,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
r_dns_a,Domain_36229feccf2ce6ce91dcee6cb334b87459666fd9605f9f22c03f98e62fb65d73,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_36229feccf2ce6ce91dcee6cb334b87459666fd9605f9f22c03f98e62fb65d73,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_2a29e53cb4e18281f922767a330c6c83df11168c144bce36e16fea61f20da174,IP_4ea0cbe0ae9dc770e66a956fbe088134aa68b55b43ad9b1f60a7c66ae661b763
r_cert,Domain_2a29e53cb4e18281f922767a330c6c83df11168c144bce36e16fea61f20da174,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_36246bc6136b1fda36c5f8184436ab0ef7e60f0374bd6db9a9ec5a2004a77a61,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
r_dns_a,Domain_36246bc6136b1fda36c5f8184436ab0ef7e60f0374bd6db9a9ec5a2004a77a61,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
r_cert,Domain_27da9fbfdbe314879bd2bdfd27d210a7e73b512509d3ccaad8b722d6c2f1bdbc,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_whois_name,Domain_27da9fbfdbe314879bd2bdfd27d210a7e73b512509d3ccaad8b722d6c2f1bdbc,Whois_Name_4b453b66cf224e44221aa553fdf2ddb3fd268d0369f24b65e8a5460bb8459fc8
r_whois_email,Domain_27da9fbfdbe314879bd2bdfd27d210a7e73b512509d3ccaad8b722d6c2f1bdbc,Whois_Email_63356c67b755652e57c5022f9b3979f44f33262714a3a5b22e48e41a553cf911
r_whois_phone,Domain_27da9fbfdbe314879bd2bdfd27d210a7e73b512509d3ccaad8b722d6c2f1bdbc,Whois_Phone_4e0f95d9b503e761e41920f9077b7575a9672f06fc22b48e07436762b8c11cac
r_whois_phone,Domain_27da9fbfdbe314879bd2bdfd27d210a7e73b512509d3ccaad8b722d6c2f1bdbc,Whois_Phone_3b79ecbf3fd8117fe9da37efca11caea1e205f5ecafcd318bafbea0f6cd0af17
r_dns_a,Domain_1fd3fe10b65887062d3215557004ceec08b0ea5effd94ebceed0460c020aebd6,IP_7d4accce38d3c42bf738710e6b7f03b667f00b46a500a3153321d0f6b20d9c76
r_cert,Domain_1fd3fe10b65887062d3215557004ceec08b0ea5effd94ebceed0460c020aebd6,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_0f5cf89b7d9ca4beb957a20ac6f9cad9f5ccb9676312196bb37bea13e5253d3d,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_0f5cf89b7d9ca4beb957a20ac6f9cad9f5ccb9676312196bb37bea13e5253d3d,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_cert,Domain_61c48131cbf42be125b277ee760c6168188f9bc3501d9fdf4650eb0bf4b03b69,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_61c48131cbf42be125b277ee760c6168188f9bc3501d9fdf4650eb0bf4b03b69,Domain_885878cc21f3eed97e553437e959cb275343e381a80159d9f65107222e5788ce
r_cname,Domain_61c48131cbf42be125b277ee760c6168188f9bc3501d9fdf4650eb0bf4b03b69,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
r_dns_a,Domain_f8b9e0f1ea0a706afda046ca55e2dd1b38878d0f61e34a6e6123cf4e274a04da,IP_cc00228ee6f1b57de9d2cddd7d931f1851c1a3a7042e55c3a11c59adc6a27309
r_whois_phone,Domain_f8b9e0f1ea0a706afda046ca55e2dd1b38878d0f61e34a6e6123cf4e274a04da,Whois_Phone_5db6e647ee1a1f1b2819508de28e88d6f870fef0cda67c8a9f8ff5aeb8786aab
r_dns_a,Domain_740e1c586c1ef7c37dc403e30ff1549c7230b02d986780cc954c740afde9d732,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_740e1c586c1ef7c37dc403e30ff1549c7230b02d986780cc954c740afde9d732,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_4957e1e5de95d1027dd816bf872cec41eabc348e0e0fc63e622caaea6cae77d5,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
r_dns_a,Domain_4957e1e5de95d1027dd816bf872cec41eabc348e0e0fc63e622caaea6cae77d5,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
r_dns_a,Domain_41fb1dd22fb409b02a7805dc6b0af0e1951797c2faa85ff1d15eabf040238322,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_41fb1dd22fb409b02a7805dc6b0af0e1951797c2faa85ff1d15eabf040238322,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_acc5f9271443682dc4401ba928f48ac774d61cfcf8c77f1a3fcf64153f134a07,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_acc5f9271443682dc4401ba928f48ac774d61cfcf8c77f1a3fcf64153f134a07,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_54ecd7847f70bc0f661d9570d0cf0e446c6fa97df573db044811ea0aa38d9915,IP_6fb775ff1d42248cec2de73b3c0469e81bd1c11751f9801b7b69a0bcc12deec8
r_cert,Domain_54ecd7847f70bc0f661d9570d0cf0e446c6fa97df573db044811ea0aa38d9915,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_b5b33e618526fd96514f258006323fd52fd610c258487de958df12cb8bfd6096,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_b5b33e618526fd96514f258006323fd52fd610c258487de958df12cb8bfd6096,IP_6d2cb9d60f491d5384166b2c4c8837267663a385e2433ff49588f42ef44a1a42
r_dns_a,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,IP_20cb513ab710daecf65fd60e07c536697f519553f3bf711fdbbae2a11ec57c7b
r_cert,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,Cert_6730a2e951fbf3817be1fdb5f1abd2341ee862becd2ff0f1a89b92fe7444dae0
r_dns_a,Domain_fef386a38998f5abf5159a120ef82a632adcf7ee6d3ddb6112c0864e396ee12d,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
r_dns_a,Domain_fef386a38998f5abf5159a120ef82a632adcf7ee6d3ddb6112c0864e396ee12d,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
r_dns_a,Domain_571f65f0b62ae7bd892f026d8e98d0f1d2b8c6207b7926b64268ce27a8e7acbd,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
r_cname,Domain_571f65f0b62ae7bd892f026d8e98d0f1d2b8c6207b7926b64268ce27a8e7acbd,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
r_cert,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_whois_name,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,Whois_Name_d93e740c6670760fce94cd3199e7e24bae82b16739c488d8191290ef7b403e0e
r_whois_email,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,Whois_Email_4bc12ad46aae48bd6c12bcbf626389c6e8d7733ace2fce23162223ebf80d285b
r_whois_phone,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,Whois_Phone_dc202b8538a1769e0d2a76acaea73dbd157b63100970088c1d5f9dfffc3fec59
r_whois_phone,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,Whois_Phone_edd207d24f6a00614700f6438b24f816a00b0f4357136a26e3cf89162a7f4a51
r_dns_a,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,IP_f48f05535f3ee00572a97f62ab30bbfbeb69f2d2699915365ff1801ac64cbf6c
r_dns_a,Domain_679881350a4d7ddba503787b41c239d4f81abfa8fb70da75b6947af22da8bd44,IP_91e73ed138ba96ccf7120c2bb384bf8f12a1e37da9f1ab819b96e3ececeae7f1
r_dns_a,Domain_0dc367b3b957172b0f6604aeca32af0a2b39b4122306c47a7069a4139b66eaab,IP_02d188e9090ee3d867b019326c62ff8270ec2e8d090a73165e8bd3ce1af3c735
r_cert,Domain_0dc367b3b957172b0f6604aeca32af0a2b39b4122306c47a7069a4139b66eaab,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_80b578f6d3cc7973dee319a362f12823ec0f560a15c64291250543a15eb0b854,IP_04023c1aeceae5ac951ca1130a324cf0475181ac060f5f0203f994aee93cd869
r_cert,Domain_80b578f6d3cc7973dee319a362f12823ec0f560a15c64291250543a15eb0b854,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_eea34ceb65ad91662bf50c95163cc1ff2e6a174b615a37103abafe6065911f02,IP_49950651aa2f57d47334a8bd868b83a587a69b6374bf4f85283d85b58bb0af92
r_cname,Domain_eea34ceb65ad91662bf50c95163cc1ff2e6a174b615a37103abafe6065911f02,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_cname,Domain_111c8d25fe0bb8566eb739c1ce2552b04b5e538c70badbfd151096839399998c,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
r_dns_a,Domain_111c8d25fe0bb8566eb739c1ce2552b04b5e538c70badbfd151096839399998c,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
r_dns_a,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,IP_20cb513ab710daecf65fd60e07c536697f519553f3bf711fdbbae2a11ec57c7b
r_cert,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,Cert_6730a2e951fbf3817be1fdb5f1abd2341ee862becd2ff0f1a89b92fe7444dae0
r_cert,Domain_8d101a672e6a18e9c9e5b027cfeb5ab8de79c86086c1949b0296f1c8d259727f,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_8d101a672e6a18e9c9e5b027cfeb5ab8de79c86086c1949b0296f1c8d259727f,IP_b38dfdd8637bf25278f0b9a339ab922da1a555f9bc62851c265ed2030cb9a242
r_dns_a,Domain_53c1dcad4bd5035007a4aa3edb00e0125fbcb2cbcf6a21eab2296a7054497856,IP_eabd950da556474055de68bf007bfabe78d78b007aa49d1e19544dfa5ecaf157
r_cert,Domain_53c1dcad4bd5035007a4aa3edb00e0125fbcb2cbcf6a21eab2296a7054497856,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7
r_dns_a,Domain_2786fa9e080e63bd5d69eb6a5a704b36ed9ec05d5cbc46b102f4f07bdfa00090,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_2786fa9e080e63bd5d69eb6a5a704b36ed9ec05d5cbc46b102f4f07bdfa00090,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_3cf000c97dd305868c9abdde07420a440862c4b754396b52a767a2043b4ac556,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_3cf000c97dd305868c9abdde07420a440862c4b754396b52a767a2043b4ac556,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,Domain_1271377583ce9d899bf24a55c3b9d0d8fe7e8a5d953ce9422bada0413c4dabb0,IP_eabd950da556474055de68bf007bfabe78d78b007aa49d1e19544dfa5ecaf157
r_cert,Domain_1271377583ce9d899bf24a55c3b9d0d8fe7e8a5d953ce9422bada0413c4dabb0,Cert_d43c3253e096416f183ce4d8421d0985d497e0fb0030f1b29ffff975aabd7db7
r_dns_a,Domain_6dc6789a67810c7f8c451721d12ce486ed0d7c3c60f8886fe661573c3c64e14e,IP_057a478eceb14c597622878ccb9824f8548ca2b1d82766ab92f3ac387c8fc650
r_cert,Domain_6dc6789a67810c7f8c451721d12ce486ed0d7c3c60f8886fe661573c3c64e14e,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_dns_a,Domain_b3fc0848c09a3aedb2d69d965ce699bd97450fedc991b7f581780af1a883c71f,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
r_cname,Domain_b3fc0848c09a3aedb2d69d965ce699bd97450fedc991b7f581780af1a883c71f,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_d56f383de1a98f254bef37ba491eb3965b6139c696fa20ee5be5af067c8bcfd7
r_asn,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_dabaca7a8eddba60079a5850e6b9b7c339fc3924001f2b2fb14b5e0d9f06794c
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_ab23c545153a5511f59d96fb93959114535db543da2e6cf0bc7e877deed0d9e3
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_6195db7bfa5a670aec990677a3547ea6187b7ede6aae660d308ca37dd1b567a7
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_3d5f8a2ae91fb48bf80cec39ad973dc47003469059714a45ebe1058647b5178d
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_d2746787649c0ad4fd0c8dee217e4f74753cbe52ca3e1623a2b86c0e3b794125
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_72ba465bba3a87517d5fad0620e88e746a96efc8f3c91b57adfe27f78e44796c
r_dns_a,IP_8e416a04fcaecaac28779f9a642e2b08dbf1c9bbaeb4bbcf4cb050bfe447d3d1,Domain_a2f39ffc0150bfde8e7ec2c8ffc113c5e33917361eebb68029dce104a52c9793
